Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_200,SMA_60,SMA_20,BB_Middle,BB_Upper,BB_Lower
2023-01-31 00:00:00-05:00,71.35109029076703,73.70271168359584,70.96375837172667,73.49060821533203,335700,0.0,0.0,,,,,,
2023-02-01 00:00:00-05:00,72.96496552702781,74.7909300744038,72.85429823729639,74.05316925048828,242500,0.0,0.0,,,,,,
2023-02-02 00:00:00-05:00,74.08082692889535,75.38113403320312,73.06640149971639,75.38113403320312,194600,0.0,0.0,,,,,,
2023-02-03 00:00:00-05:00,75.26123912511721,76.69066137055964,74.661803762968,76.30332946777344,251400,0.0,0.0,,,,,,
2023-02-06 00:00:00-05:00,76.18345971171568,76.61689777971404,75.03070188656066,75.25202941894531,160400,0.0,0.0,,,,,,
2023-02-07 00:00:00-05:00,74.82781683596365,76.12813106519715,74.51427007865588,76.00823974609375,196300,0.0,0.0,,,,,,
2023-02-08 00:00:00-05:00,75.52868602910985,76.22956468184914,74.16381781439382,74.72636413574219,183200,0.0,0.0,,,,,,
2023-02-09 00:00:00-05:00,75.15979879152968,75.32579617459012,74.10848437743836,74.31137084960938,121700,0.0,0.0,,,,,,
2023-02-10 00:00:00-05:00,74.23759966362377,75.08602768545519,73.90560486623322,74.59725952148438,83400,0.0,0.0,,,,,,
2023-02-13 00:00:00-05:00,74.39436637457312,75.25201835179043,74.39436637457312,74.84625244140625,78100,0.0,0.0,,,,,,
2023-02-14 00:00:00-05:00,74.8923665968697,74.96614478339002,73.79493893897423,74.01627349853516,103800,0.0,0.0,,,,,,
2023-02-15 00:00:00-05:00,73.77649733348566,74.91081407577303,73.62894096159866,74.57881927490234,135300,0.0,0.0,,,,,,
2023-02-16 00:00:00-05:00,73.9885996088079,74.94768777562747,73.79493013333308,74.58802795410156,189100,0.0,0.0,,,,,,
2023-02-17 00:00:00-05:00,74.72637001172005,75.15058403503481,74.26526689474201,74.78170013427734,151900,0.0,0.0,,,,,,
2023-02-21 00:00:00-05:00,74.20991717582038,74.34824948155988,73.7395901506554,74.12691497802734,171400,0.0,0.0,,,,,,
2023-02-22 00:00:00-05:00,74.23759521758092,74.23759521758092,73.61971878450412,73.95171356201172,234600,0.0,0.0,,,,,,
2023-02-23 00:00:00-05:00,73.95172151934268,74.52348489200381,73.62894370279167,74.20071411132812,144700,0.0,0.0,,,,,,
2023-02-24 00:00:00-05:00,73.83182754829696,74.56959533691406,73.64738911908023,74.56959533691406,166200,0.0,0.0,,,,,,
